Номер;Тип;Модель;Типоразмер;Диаметр ММ;Производительность м3/с;Давление(па);Мощность(ВТ);Уровень шума;Цена в рублях;nominal_rpm;pressure_coefficients;efficiency_coefficients;Num;h ed;D;D1;d;n;L;L1 max;L2;l;b;d1;B;H1;H
V13-284-12.5-6-15-12.5112MB6;Осевой;ВО 13-284-6/15°-12,5-112MB6;112MB6;1260;5.80 - 14.80;295 - 110;4000;-;-;910;-;-;6;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;485;700;425;30;1050;15;1340;1350;680
V13-284-12.5-6-20-12.5132M6;Осевой;ВО 13-284-6/20°-12,5-132M6;132M6;1260;7.60 - 18.50;350 - 175;7500;-;-;940;-;-;6;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;485;700;425;30;1050;15;1340;1350;680
V13-284-12.5-6-25-12.5160S6;Осевой;ВО 13-284-6/25°-12,5-160S6;160S6;1260;10.90 - 21.10;380 - 235;11000;-;-;940;-;-;6;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;650;840;580;35;1120;18;1390;1390;695
V13-284-12.5-6-30-12.5160S6;Осевой;ВО 13-284-6/30°-12,5-160S6;160S6;1260;14.30 - 23.70;400 - 290;11000;-;-;940;-;-;6;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;650;840;580;35;1120;18;1390;1390;695
V13-284-12.5-8-20-12.5132S8;Осевой;ВО 13-284-8/20°-12,5-132S8;132S8;1260;6.30 - 14.30;220 - 105;4000;-;-;700;-;-;8;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;485;700;425;30;1050;15;1340;1350;680
V13-284-12.5-8-25-12.5132S8;Осевой;ВО 13-284-8/25°-12,5-132S8;132S8;1260;7.80 - 16.80;250 - 145;4000;-;-;700;-;-;8;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;485;700;425;30;1050;15;1340;1350;680
V13-284-12.5-8-30-12.5132M8;Осевой;ВО 13-284-8/30°-12,5-132M8;132M8;1260;11.30 - 18.30;255 - 170;5500;-;-;700;-;-;8;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;485;700;425;30;1050;15;1340;1350;680
V13-284-12.5-8-20-12.5132M6;Осевой;ВО 13-284-8/20°-12,5-132M6;132M6;1260;8.50 - 19.30;400 - 190;7500;-;-;940;-;-;8;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;485;700;425;30;1050;15;1340;1350;680
V13-284-12.5-8-25-12.5160S6;Осевой;ВО 13-284-8/25°-12,5-160S6;160S6;1260;10.40 - 22.50;450 - 260;11000;-;-;940;-;-;8;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;650;840;580;35;1120;18;1390;1390;695
V13-284-12.5-8-30-12.5160M6;Осевой;ВО 13-284-8/30°-12,5-160M6;160M6;1260;15.20 - 24.60;460 - 310;15000;-;-;940;-;-;8;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;650;840;580;35;1120;18;1390;1390;695
V13-284-12.5-10-20-12.5132S8;Осевой;ВО 13-284-10/20°-12,5-132S8;132S8;1260;6.50 - 14.70;240 - 110;4000;-;-;700;-;-;10;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;485;700;425;30;1050;15;1340;1350;680
V13-284-12.5-10-25-12.5132S8;Осевой;ВО 13-284-10/25°-12,5-132S8;132S8;1260;7.90 - 17.60;285 - 155;4000;-;-;700;-;-;10;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;485;700;425;30;1050;15;1340;1350;680
V13-284-12.5-10-30-12.5132M8;Осевой;ВО 13-284-10/30°-12,5-132M8;132M8;1260;11.40 - 18.80;285 - 180;5500;-;-;700;-;-;10;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;485;700;425;30;1050;15;1340;1350;680
V13-284-12.5-10-20-12.5132M6;Осевой;ВО 13-284-10/20°-12,5-132M6;132M6;1260;8.70 - 19.70;435 - 200;7500;-;-;940;-;-;10;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;485;700;425;30;1050;15;1340;1350;680
V13-284-12.5-10-25-12.5160S6;Осевой;ВО 13-284-10/25°-12,5-160S6;160S6;1260;10.60 - 23.60;515 - 280;11000;-;-;940;-;-;10;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;650;840;580;35;1120;18;1390;1390;695
V13-284-12.5-10-30-12.5160M6;Осевой;ВО 13-284-10/30°-12,5-160M6;160M6;1260;15.20 - 25.20;515 - 325;15000;-;-;940;-;-;10;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;650;840;580;35;1120;18;1390;1390;695
V13-284-16-4-15-16160M8;Осевой;ВО 13-284-4/15°-16-160M8;160M8;1615;8.50 - 23.30;230 - 98;11000;-;-;720;-;-;4;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-4-20-16160M8;Осевой;ВО 13-284-4/20°-16-160M8;160M8;1615;12.10 - 27.50;260 - 145;11000;-;-;720;-;-;4;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-4-25-16160M8;Осевой;ВО 13-284-4/25°-16-160M8;160M8;1615;17.60 - 31.80;275 - 190;11000;-;-;720;-;-;4;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-4-30-16160M8;Осевой;ВО 13-284-4/30°-16-160M8;160M8;1615;24.30 - 35.50;285 - 245;11000;-;-;720;-;-;4;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-6-15-16160M8;Осевой;ВО 13-284-6/15°-16-160M8;160M8;1615;9.70 - 24.60;305 - 115;11000;-;-;720;-;-;6;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-6-20-16160M8;Осевой;ВО 13-284-6/20°-16-160M8;160M8;1615;12.10 - 29.70;340 - 170;11000;-;-;720;-;-;6;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-6-25-16180M8;Осевой;ВО 13-284-6/25°-16-180M8;180M8;1615;17.60 - 34.00;365 - 225;15000;-;-;720;-;-;6;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-6-30-16180M8;Осевой;ВО 13-284-6/30°-16-180M8;180M8;1615;23.00 - 38.10;385 - 280;15000;-;-;720;-;-;6;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-8-20-16160M8;Осевой;ВО 13-284-8/20°-16-160M8;160M8;1615;13.70 - 30.90;385 - 185;11000;-;-;720;-;-;8;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-8-25-16180M8;Осевой;ВО 13-284-8/25°-16-180M8;180M8;1615;16.70 - 36.10;435 - 250;15000;-;-;720;-;-;8;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-8-30-16180M8;Осевой;ВО 13-284-8/30°-16-180M8;180M8;1615;24.40 - 39.50;445 - 300;15000;-;-;720;-;-;8;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-10-20-16160M8;Осевой;ВО 13-284-10/20°-16-160M8;160M8;1615;13.90 - 31.70;415 - 195;11000;-;-;720;-;-;10;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-10-25-16180M8;Осевой;ВО 13-284-10/25°-16-180M8;180M8;1615;17.10 - 38.00;495 - 270;15000;-;-;720;-;-;10;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-10-30-16200L8;Осевой;ВО 13-284-10/30°-16-200L8;200L8;1615;24.50 - 40.60;495 - 315;22000;-;-;720;-;-;10;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-20-4-15-20225M8;Осевой;ВО 13-284-4/15°-20-225M8;225M8;2020;16.60 - 45.50;360 - 155;30000;-;-;720;-;-;4;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-4-20-20225M8;Осевой;ВО 13-284-4/20°-20-225M8;225M8;2020;23.70 - 53.80;410 - 225;30000;-;-;720;-;-;4;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-4-25-20225M8;Осевой;ВО 13-284-4/25°-20-225M8;225M8;2020;34.30 - 62.00;430 - 300;30000;-;-;720;-;-;4;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-4-30-20250S8;Осевой;ВО 13-284-4/30°-20-250S8;250S8;2020;47.30 - 69.40;450 - 380;37000;-;-;720;-;-;4;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-6-15-20225M8;Осевой;ВО 13-284-6/15°-20-225M8;225M8;2020;19.00 - 48.10;475 - 180;30000;-;-;720;-;-;6;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-6-20-20225M8;Осевой;ВО 13-284-6/20°-20-225M8;225M8;2020;23.70 - 58.00;530 - 265;30000;-;-;720;-;-;6;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-6-25-20250S8;Осевой;ВО 13-284-6/25°-20-250S8;250S8;2020;34.30 - 66.30;570 - 350;37000;-;-;720;-;-;6;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-6-30-20280S8;Осевой;ВО 13-284-6/30°-20-280S8;280S8;2020;45.00 - 74.40;605 - 435;55000;-;-;720;-;-;6;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-8-20-20225M8;Осевой;ВО 13-284-8/20°-20-225M8;225M8;2020;26.80 - 60.40;600 - 285;30000;-;-;720;-;-;8;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-8-25-20250M8;Осевой;ВО 13-284-8/25°-20-250M8;250M8;2020;32.70 - 70.60;680 - 390;45000;-;-;720;-;-;8;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-8-30-20280S8;Осевой;ВО 13-284-8/30°-20-280S8;280S8;2020;47.60 - 77.00;690 - 465;55000;-;-;720;-;-;8;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-10-20-20250S8;Осевой;ВО 13-284-10/20°-20-250S8;250S8;2020;27.20 - 61.80;650 - 305;37000;-;-;720;-;-;10;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-10-25-20280S8;Осевой;ВО 13-284-10/25°-20-280S8;280S8;2020;33.40 - 74.10;770 - 420;55000;-;-;720;-;-;10;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-10-30-20280M8;Осевой;ВО 13-284-10/30°-20-280M8;280M8;2020;47.80 - 79.20;770 - 490;75000;-;-;720;-;-;10;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-4-12k-25-456А4;Осевой;ВО 13-284-12к/25°-4-56А4;56А4;405;0.47 - 0.78;150 - 60;120;-;-;1370;-;-;12;56 - 100;405;440;10;8;285;425;225;30;260;15;475;495;255
V13-284-4-12k-30-456В4;Осевой;ВО 13-284-12к/30°-4-56В4;56В4;405;0.58 - 0.94;160 - 80;180;-;-;1370;-;-;12;56 - 100;405;440;10;8;285;425;225;30;260;15;475;495;255
V13-284-4-12k-35-463А4;Осевой;ВО 13-284-12к/35°-4-63А4;63А4;405;0.69 - 1.01;175 - 110;250;-;-;1370;-;-;12;56 - 100;405;440;10;8;285;425;225;30;260;15;475;495;255
V13-284-4-12k-40-463А4;Осевой;ВО 13-284-12к/40°-4-63А4;63А4;405;0.75 - 1.17;185 - 130;250;-;-;1370;-;-;12;56 - 100;405;440;10;8;285;425;225;30;260;15;475;495;255
V13-284-4-12k-45-463В4;Осевой;ВО 13-284-12к/45°-4-63В4;63В4;405;0.90 - 1.29;195 - 160;370;-;-;1370;-;-;12;56 - 100;405;440;10;8;285;425;225;30;260;15;475;495;255
V13-284-4-12k-25-471В2;Осевой;ВО 13-284-12к/25°-4-71В2;71В2;405;0.95 - 1.60;620 - 245;1100;-;-;2800;-;-;12;56 - 100;405;440;10;8;285;425;225;30;260;15;475;495;255
V13-284-4-12k-30-480А2;Осевой;ВО 13-284-12к/30°-4-80А2;80А2;405;1.18 - 1.92;660 - 330;1500;-;-;2800;-;-;12;56 - 100;405;440;10;8;285;425;225;30;260;15;475;495;255
V13-284-4-12k-35-480В2;Осевой;ВО 13-284-12к/35°-4-80В2;80В2;405;1.40 - 2.14;735 - 455;2200;-;-;2800;-;-;12;56 - 100;405;440;10;8;285;425;225;30;260;15;475;495;255
V13-284-4-12k-40-480В2;Осевой;ВО 13-284-12к/40°-4-80В2;80В2;405;1.50 - 2.40;770 - 540;2200;-;-;2800;-;-;12;56 - 100;405;440;10;8;285;425;225;30;260;15;475;495;255
V13-284-4-12k-45-490L2;Осевой;ВО 13-284-12к/45°-4-90L2;90L2;405;1.90 - 2.70;850 - 680;3000;-;-;2840;-;-;12;56 - 100;405;440;10;8;285;425;225;30;260;15;475;495;255
V13-284-5-12k-25-563В4;Осевой;ВО 13-284-12к/25°-5-63В4;63В4;505;0.90 - 1.50;230 - 90;370;-;-;1370;-;-;12;56 - 90, 100;505;540;10;16;285;380;225;30;380;15;575;595;305
V13-284-5-12k-30-571А4;Осевой;ВО 13-284-12к/30°-5-71А4;71А4;505;1.10 - 1.80;245 - 125;550;-;-;1370;-;-;12;56 - 90, 100;505;540;10;16;285;380;225;30;380;15;575;595;305
V13-284-5-12k-35-571В4;Осевой;ВО 13-284-12к/35°-5-71В4;71В4;505;1.30 - 2.00;275 - 170;750;-;-;1370;-;-;12;56 - 90, 100;505;540;10;16;285;380;225;30;380;15;575;595;305
V13-284-5-12k-40-571В4;Осевой;ВО 13-284-12к/40°-5-71В4;71В4;505;1.50 - 2.30;290 - 200;750;-;-;1370;-;-;12;56 - 90, 100;505;540;10;16;285;380;225;30;380;15;575;595;305
V13-284-5-12k-45-580А4;Осевой;ВО 13-284-12к/45°-5-80А4;80А4;505;1.80 - 2.50;310 - 245;1100;-;-;1370;-;-;12;56 - 90, 100;505;540;10;16;285;380;225;30;380;15;575;595;305
V13-284-5.6-12k-25-5100S2;Осевой;ВО 13-284-12к/25°-5,6-100S2;100S2;565;1.90 - 3.20;990 - 400;4000;-;-;2840;-;-;12;63 - 80, 90 - 132;565;600;10;16;385;580;325;30;440;15;635;655;335
V13-284-5.6-12k-30-5100L2;Осевой;ВО 13-284-12к/30°-5,6-100L2;100L2;565;2.30 - 3.80;1060 - 530;5500;-;-;2840;-;-;12;63 - 80, 90 - 132;565;600;10;16;385;580;325;30;440;15;635;655;335
V13-284-5.6-12k-35-5100L2;Осевой;ВО 13-284-12к/35°-5,6-100L2;100L2;565;2.80 - 4.20;1185 - 730;5500;-;-;2840;-;-;12;63 - 80, 90 - 132;565;600;10;16;385;580;325;30;440;15;635;655;335
V13-284-5.6-12k-40-5112M2;Осевой;ВО 13-284-12к/40°-5,6-112M2;112M2;565;3.00 - 4.70;1240 - 870;7500;-;-;2840;-;-;12;63 - 80, 90 - 132;565;600;10;16;385;580;325;30;440;15;635;655;335
V13-284-5.6-12k-45-5132M2;Осевой;ВО 13-284-12к/45°-5,6-132M2;132M2;565;3.70 - 5.20;1325 - 1060;11000;-;-;2840;-;-;12;63 - 80, 90 - 132;565;600;10;16;385;580;325;30;440;15;635;655;335
V13-284-6.3-12k-25-6.380В4;Осевой;ВО 13-284-12к/25°-6,3-80В4;80В4;635;1.80 - 3.10;365 - 145;1500;-;-;1370;-;-;12;63 - 132;635;670;10;16;385;580;325;30;500;15;705;725;370
V13-284-6.3-12k-30-6.390L4;Осевой;ВО 13-284-12к/30°-6,3-90L4;90L4;635;2.30 - 3.70;410 - 205;2200;-;-;1400;-;-;12;63 - 132;635;670;10;16;385;580;325;30;500;15;705;725;370
V13-284-6.3-12k-35-6.390L4;Осевой;ВО 13-284-12к/35°-6,3-90L4;90L4;635;2.70 - 4.20;460 - 280;2200;-;-;1400;-;-;12;63 - 132;635;670;10;16;385;580;325;30;500;15;705;725;370
V13-284-6.3-12k-40-6.3100S4;Осевой;ВО 13-284-12к/40°-6,3-100S4;100S4;635;3.00 - 4.70;480 - 335;3000;-;-;1400;-;-;12;63 - 132;635;670;10;16;385;580;325;30;500;15;705;725;370
V13-284-6.3-12k-45-6.3100L4;Осевой;ВО 13-284-12к/45°-6,3-100L4;100L4;635;3.60 - 5.20;510 - 410;4000;-;-;1400;-;-;12;63 - 132;635;670;10;16;385;580;325;30;500;15;705;725;370
V13-284-8-12k-25-890L6;Осевой;ВО 13-284-12к/25°-8-90L6;90L6;810;2.50 - 4.20;260 - 105;1500;-;-;910;-;-;12;80 - 100, 112 - 160;810;850;10;16;385;485;325;30;650;15;880;900;455
V13-284-8-12k-30-8100L6;Осевой;ВО 13-284-12к/30°-8-100L6;100L6;810;3.10 - 5.00;280 - 140;2200;-;-;910;-;-;12;80 - 100, 112 - 160;810;850;10;16;385;485;325;30;650;15;880;900;455
V13-284-8-12k-35-8100L6;Осевой;ВО 13-284-12к/35°-8-100L6;100L6;810;3.60 - 5.60;310 - 190;2200;-;-;910;-;-;12;80 - 100, 112 - 160;810;850;10;16;385;485;325;30;650;15;880;900;455
V13-284-8-12k-40-8112MA6;Осевой;ВО 13-284-12к/40°-8-112MA6;112MA6;810;4.00 - 6.20;325 - 230;3000;-;-;910;-;-;12;80 - 100, 112 - 160;810;850;10;16;485;750;425;30;650;15;880;900;455
V13-284-8-12k-45-8112MB6;Осевой;ВО 13-284-12к/45°-8-112MB6;112MB6;810;4.80 - 6.90;350 - 280;4000;-;-;910;-;-;12;80 - 100, 112 - 160;810;850;10;16;485;750;425;30;650;15;880;900;455
V13-284-10-12k-25-8112M4;Осевой;ВО 13-284-12к/25°-10-112M4;112M4;1010;3.80 - 6.40;620 - 250;5500;-;-;1400;-;-;12;100 - 160, 180;1010;1050;10;16;485;790;425;30;850;15;1090;1100;555
V13-284-10-12k-30-8132S4;Осевой;ВО 13-284-12к/30°-10-132S4;132S4;1010;4.70 - 7.70;660 - 330;7500;-;-;1400;-;-;12;100 - 160, 180;1010;1050;10;16;485;790;425;30;850;15;1090;1100;555
V13-284-10-12k-35-8132S4;Осевой;ВО 13-284-12к/35°-10-132S4;132S4;1010;5.60 - 8.50;740 - 455;7500;-;-;1400;-;-;12;100 - 160, 180;1010;1050;10;16;485;790;425;30;850;15;1090;1100;555
V13-284-10-12k-40-8132M4;Осевой;ВО 13-284-12к/40°-10-132M4;132M4;1010;6.20 - 9.60;775 - 540;11000;-;-;1400;-;-;12;100 - 160, 180;1010;1050;10;16;485;790;425;30;850;15;1090;1100;555
V13-284-10-12k-45-8132M4;Осевой;ВО 13-284-12к/45°-10-132M4;132M4;1010;7.40 - 10.60;825 - 660;11000;-;-;1400;-;-;12;100 - 160, 180;1010;1050;10;16;485;790;425;30;850;15;1090;1100;555
V13-284-10-12k-25-10112МВ6;Осевой;ВО 13-284-12к/25°-10-112МВ6;112МВ6;1010;4.90 - 8.10;410 - 165;4000;-;-;910;-;-;12;100 - 160, 180;1010;1050;10;16;485;790;425;30;850;15;1090;1100;555
V13-284-10-12k-30-10132S6;Осевой;ВО 13-284-12к/30°-10-132S6;132S6;1010;6.00 - 9.70;435 - 220;5500;-;-;910;-;-;12;100 - 160, 180;1010;1050;10;16;485;790;425;30;850;15;1090;1100;555
V13-284-10-12k-35-10132M6;Осевой;ВО 13-284-12к/35°-10-132M6;132M6;1010;7.40 - 11.30;530 - 325;7500;-;-;950;-;-;12;100 - 160, 180;1010;1050;10;16;485;790;425;30;850;15;1090;1100;555
V13-284-10-12k-40-10160S6;Осевой;ВО 13-284-12к/40°-10-160S6;160S6;1010;8.20 - 12.70;555 - 390;11000;-;-;950;-;-;12;100 - 160, 180;1010;1050;10;16;485;790;425;30;850;15;1090;1100;555
V13-284-10-12k-45-10160S6;Осевой;ВО 13-284-12к/45°-10-160S6;160S6;1010;9.80 - 14.00;595 - 475;11000;-;-;950;-;-;12;100 - 160, 180;1010;1050;10;16;485;790;425;30;850;15;1090;1100;555
V13-284-10-12k-25-10160S4;Осевой;ВО 13-284-12к/25°-10-160S4;160S4;1010;7.50 - 12.50;965 - 385;15000;-;-;1400;-;-;12;100 - 160, 180;1010;1050;10;16;485;790;425;30;850;15;1090;1100;555
V13-284-10-12k-30-10160M4;Осевой;ВО 13-284-12к/30°-10-160M4;160M4;1010;9.20 - 15.00;1030 - 515;18500;-;-;1400;-;-;12;100 - 160, 180;1010;1050;10;16;485;790;425;30;850;15;1090;1100;555
V13-284-10-12k-35-10180M4;Осевой;ВО 13-284-12к/35°-10-180M4;180M4;1010;11.00 - 16.70;1155 - 710;30000;-;-;1400;-;-;12;100 - 160, 180;1010;1050;10;16;600;800;530;35;910;18;1140;1140;570
V13-284-10-12k-40-10180M4;Осевой;ВО 13-284-12к/40°-10-180M4;180M4;1010;12.10 - 18.70;1210 - 850;30000;-;-;1400;-;-;12;100 - 160, 180;1010;1050;10;16;600;800;530;35;910;18;1140;1140;570
V13-284-10-12k-45-10200M4;Осевой;ВО 13-284-12к/45°-10-200M4;200M4;1010;14.80 - 21.20;1365 - 1100;37000;-;-;1440;-;-;12;100 - 160, 180;1010;1050;10;16;700;890;630;35;910;18;1140;1140;570
V13-284-12.5-12k-25-12.5132M8;Осевой;ВО 13-284-12к/25°-12,5-132M8;132M8;1260;7.30 - 12.20;380 - 150;5500;-;-;700;-;-;12;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;485;700;425;30;1050;15;1340;1350;680
V13-284-12.5-12k-30-12.5160S8;Осевой;ВО 13-284-12к/30°-12,5-160S8;160S8;1260;9.00 - 14.60;405 - 200;7500;-;-;700;-;-;12;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;650;840;580;35;1120;18;1390;1390;695
V13-284-12.5-12k-35-12.5160M8;Осевой;ВО 13-284-12к/35°-12,5-160M8;160M8;1260;10.70 - 16.30;450 - 275;11000;-;-;700;-;-;12;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;650;840;580;35;1120;18;1390;1390;695
V13-284-12.5-12k-40-12.5160M8;Осевой;ВО 13-284-12к/40°-12,5-160M8;160M8;1260;11.80 - 18.30;470 - 330;11000;-;-;700;-;-;12;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;650;840;580;35;1120;18;1390;1390;695
V13-284-12.5-12k-45-12.5180M8;Осевой;ВО 13-284-12к/45°-12,5-180M8;180M8;1260;14.10 - 20.10;505 - 405;15000;-;-;700;-;-;12;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;650;840;580;35;1120;18;1390;1390;695
V13-284-12.5-12k-25-12.5160M6;Осевой;ВО 13-284-12к/25°-12,5-160M6;160M6;1260;9.90 - 16.60;695 - 280;15000;-;-;950;-;-;12;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;650;840;580;35;1120;18;1390;1390;695
V13-284-12.5-12k-30-12.5180M6;Осевой;ВО 13-284-12к/30°-12,5-180M6;180M6;1260;12.20 - 19.80;740 - 370;18500;-;-;950;-;-;12;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;650;840;580;35;1120;18;1390;1390;695
V13-284-12.5-12k-35-12.5200M6;Осевой;ВО 13-284-12к/35°-12,5-200M6;200M6;1260;14.50 - 22.10;830 - 510;22000;-;-;950;-;-;12;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;750;970;680;35;1120;18;1390;1390;695
V13-284-12.5-12k-40-12.5200L6;Осевой;ВО 13-284-12к/40°-12,5-200L6;200L6;1260;16.00 - 24.80;870 - 610;30000;-;-;950;-;-;12;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;750;970;680;35;1120;18;1390;1390;695
V13-284-12.5-12k-45-12.5225M6;Осевой;ВО 13-284-12к/45°-12,5-225M6;225M6;1260;19.10 - 27.30;930 - 740;37000;-;-;950;-;-;12;112 - 132, 160 - 180, 200 - 225;1260;1300;10;16;750;970;680;35;1120;18;1390;1390;695
V13-284-16-12k-25-16200M8;Осевой;ВО 13-284-12к/25°-16-200M8;200M8;1615;15.30 - 25.60;620 - 250;18500;-;-;700;-;-;12;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-12k-30-16225M8;Осевой;ВО 13-284-12к/30°-16-225M8;225M8;1615;18.90 - 30.70;660 - 330;30000;-;-;700;-;-;12;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-12k-35-16250S8;Осевой;ВО 13-284-12к/35°-16-250S8;250S8;1615;22.40 - 34.20;740 - 450;37000;-;-;700;-;-;12;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-12k-40-16250S8;Осевой;ВО 13-284-12к/40°-16-250S8;250S8;1615;24.80 - 38.20;775 - 540;37000;-;-;700;-;-;12;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-16-12k-45-16250M8;Осевой;ВО 13-284-12к/45°-16-250M8;250M8;1615;29.50 - 42.20;825 - 660;45000;-;-;700;-;-;12;160 - 250;1615;1700;12;28;1000;1200;900;50;1650;24;1760;1760;880
V13-284-20-12k-25-20280M8;Осевой;ВО 13-284-12к/25°-20-280M8;280M8;2020;30.00 - 50.00;970 - 390;75000;-;-;700;-;-;12;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-12k-30-20280M8;Осевой;ВО 13-284-12к/30°-20-280M8;280M8;2020;37.00 - 60.00;1030 - 515;75000;-;-;700;-;-;12;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
V13-284-20-12k-35-20315M8;Осевой;ВО 13-284-12к/35°-20-315M8;315M8;2020;44.00 - 67.00;1155 - 710;110000;-;-;700;-;-;12;225 - 315;2020;2080;14;28;1120;1500;1000;60;1750;28;2220;2220;1110
